video_id,title,published_at,duration_seconds,view_count,like_count,comment_count
Si6VvuxjI1k,"very demure, very cutesy🤗",2024-08-31T18:00:22Z,24.0,15870,707,4
ClSsaeRqpwY,NEW SONG ALERT⁉️ go listen to this song and MORE on my EP🌻,2024-08-30T20:00:05Z,11.0,7817,479,5
kKNPVPZCa6g,brb gonna go CRY.,2024-08-30T18:00:21Z,14.0,6889,474,6
gqwmop6yJr8,FOR UR SITUATIONSHIP😭,2024-08-29T20:00:15Z,15.0,7738,634,5
4j5WrAkQfms,who needs love island⁉️🤗,2024-08-29T18:00:03Z,10.0,13155,844,5
yh7sqhwKDU8,little mikayla is SCREAMING💃🤭 i taught a dance to my NEW song‼️,2024-08-28T18:00:27Z,14.0,17323,1289,11
Rfub0XdMi_k,dance barbie mode ACTIVATED🤗💖,2024-08-27T18:00:24Z,10.0,14374,978,6
1dQL5et9ePE,guilty…😳,2024-08-26T18:00:01Z,28.0,9184,601,12
2DeRWYL5puI,MEETING YOU GUYS‼️🤭,2024-08-25T18:00:03Z,26.0,10009,726,7
oEkLPkoGqt4,PREP MY *futuristic* POINTE SHOES WITH ME🩰🤭 EP IS OUT NOW‼️,2024-08-23T20:00:31Z,60.0,1136356,111435,254
TzOqAwayESc,THE LAST DRESS HAS ME IN A CHOKEHOLD,2024-08-22T22:00:31Z,36.0,16564,1400,11
dbKT8-gxsr8,MY SECRET🤭🎶,2024-08-22T20:00:15Z,18.0,13536,903,10
0r0ivw5oxEk,SLIDING INTO UR PLAYLISTS  my EP comes out TOMORROW🫶🥹,2024-08-22T18:00:00Z,11.0,16812,1084,10
H9NCTo3T6qk,MARK YOUR CALENDARS📝🤭,2024-08-21T18:00:08Z,12.0,10675,613,7
8PhWxJ_6LjQ,did we eat that up or…👠👡,2024-08-20T18:00:08Z,10.0,11771,679,11
HpepfMxcJQw,a sneak peek for yall..🎶🤭,2024-08-19T18:00:13Z,32.0,14405,834,13
Gdg46DLPWNg,DANCE BARBIE wants YOU🫵 to sign up💖💞💓,2024-08-18T18:00:07Z,32.0,31114,3807,44
CJLteAYCB-Y,uber accident….,2024-08-17T20:00:06Z,48.0,12934,1091,17
Sabz2g09ciw,spotify HACK🤩🔥,2024-08-16T22:00:16Z,20.0,11130,834,7
cKMcJY6XN-w,the voices…THE VOICES❤️‍🔥❤️‍🔥 EP coming to YOU soon‼️,2024-08-16T20:00:14Z,13.0,9408,939,15
-Fovr0381xU,RUNNING OUT U GUYS🙈🙈,2024-08-16T18:00:00Z,41.0,38259,4039,21
LwDu5LBhFNw,some glitter and some STRESS,2024-08-15T20:00:06Z,50.0,13262,1070,14
nQvpTczZ1n4,PRESAVE IF UR HOT (ur hot)😋,2024-08-15T18:00:34Z,13.0,7132,448,5
e4A90HLVTmg,EP COMING AUGUST 23🌟,2024-08-14T22:00:32Z,20.0,103352,6617,25
ISnrQh-aC50,and why did it EAT.,2024-08-14T20:00:07Z,11.0,11560,759,8
6vQACTxA7-4,THE OLYMPIC ICON HERSELF listens to my music⁉️ #olympics,2024-08-14T18:00:07Z,8.0,23884,1672,13
hM4GIVQg2zE,UNRELEASED SONG SNEAK PEEK🤭🤭,2024-08-13T18:00:20Z,42.0,5400,660,0
LMX7gVLpBy8,it was SO MEAN😭⁉️,2024-08-12T18:00:10Z,17.0,9624,537,9
_4rInaLrGTA,any ballerinas relate😭,2024-08-11T18:00:14Z,8.0,11895,742,8
YkB7056AScw,but i would’ve won😋,2024-08-10T18:00:30Z,12.0,16400,1328,11
kinqz7cs5wU,dream come true🥹,2024-08-09T20:00:25Z,13.0,12372,998,13
chj3Op_e0nc,the song of the season🤭😋,2024-08-09T18:00:19Z,17.0,13690,1133,14
VXiFgLy2ExE,@Olympics and all olympians ITS UR TIME🎶,2024-08-08T22:00:28Z,15.0,11393,976,9
gT2Agy08Of8,HELP A GIRL OUTTT🙏🙏,2024-08-08T20:00:13Z,33.0,9885,898,13
85wp7ss6yD4,STREAMING MY NEW SONG COMATOSEEEE‼️,2024-08-08T18:00:05Z,8.0,10083,687,6
BgSqC8lucpc,that transition tho🤭🤭,2024-08-07T20:00:03Z,15.0,8759,600,11
ppU1mySY5YU,can’t believe i didn’t make the cut🥹,2024-08-07T18:00:24Z,8.0,16189,922,8
zFeS_QMVvR8,A WIN IS A WINNN🤩🔥,2024-08-06T22:00:39Z,8.0,7528,505,6
cfta7CX7E0c,my blood sweat and TEARS into this song,2024-08-06T20:00:28Z,8.0,18770,1454,10
sW3KVfKIZQE,it’s THE look,2024-08-06T18:00:35Z,13.0,9991,744,11
Ush8dMDhyIs,the absolute madness behind the films…,2024-08-06T18:00:13Z,19.0,17760,1625,4
XCOj18iv4BI,WAKE UP‼️ ITS THA FIRST OF THE MONTH,2024-08-06T04:00:17Z,8.0,5312,302,10
yc6dqv3j0Mk,STREAM COMATOSE FOR GOOD LUCK🤩🤩,2024-08-05T20:00:20Z,8.0,4164,339,5
7yNRoa4w7CY,NEW SONG ALERT‼️🎤,2024-08-05T18:00:07Z,46.0,9272,755,14
0b9kfFhvc88,@Olympics hurry up girlie…,2024-08-04T20:00:00Z,18.0,9566,739,8
foNtBbwZ3u8,childhood trauma check🤗,2024-08-03T20:00:14Z,42.0,11774,801,9
0uDtLbpjOuU,SHE KILLEDDDD IT,2024-08-03T18:00:02Z,16.0,8545,468,8
LcuwPN8a-3M,my heartbreaking tragedy💔,2024-08-02T18:00:20Z,8.0,23095,1509,16
2NjhAK7z3I8,definitely a statement piece…,2024-08-01T20:00:01Z,7.0,22377,1133,18
oqb3vpIf2vY,GRWM for hobby horsing⁉️🐴,2024-08-01T18:00:27Z,60.0,21622,1850,21
f_n1PATulzo,why did the salad kinda eat,2024-07-31T20:00:14Z,44.0,8572,482,11
5hpe1SMuTFc,OLYMPICS PLS TAKE ME,2024-07-30T20:00:02Z,18.0,15402,943,17
vMJo0Q3w3Wg,she poses WHAT😭😭,2024-07-30T18:00:36Z,13.0,11242,893,11
SH9QdKKCqbY,the PERFECT tiktok idea,2024-07-29T20:00:08Z,35.0,9559,881,7
qplKS2-3dns,i’m just a girl🧍🏻‍♀️,2024-07-29T18:00:21Z,10.0,11021,717,10
2siCg4C3Pr0,i wanted to wear the last one out SO BADDDD,2024-07-28T22:00:01Z,29.0,13985,1233,17
TzUfFxCW-Iw,@Olympics check ur dms girlll,2024-07-28T20:00:09Z,6.0,10567,505,6
ipu9rnUFSjI,universal girl struggle💇🏻‍♀️,2024-07-28T18:00:22Z,18.0,14421,1137,8
Ty_SK0P6vQI,met one of best friends at a vintage market🥹🥹,2024-07-27T22:00:23Z,15.0,9652,585,5
79qZytEnVEg,charlie xcx check🤭,2024-07-27T20:00:04Z,16.0,172854,7784,50
2dEAX29M684,@Olympics i’ve got the perfect song for you…🇫🇷,2024-07-27T18:00:01Z,15.0,17956,1504,19
vrXa7gmMeiQ,THESE ARE NOT BALENCIAGA GUYS‼️,2024-07-26T22:00:40Z,36.0,31607,2889,13
s71eTMNXKy4,what do you think of my ranking⁉️,2024-07-26T20:00:32Z,27.0,9918,687,19
ohlszx_MZDM,TAG UR FAV OLYMPIAN🥇,2024-07-26T18:00:28Z,35.0,17682,1416,21
0Y8DvPErJQE,it’s TIMEEEEE🩰🤭,2024-07-25T22:00:00Z,15.0,37169,2648,20
JO4FpD0ISgw,TRYING ON FUTURISTIC POINTE SHOES🩰,2024-07-25T18:00:09Z,52.0,26119,2367,13
lfL2N-zBz7g,THERES SO MUCH🩰,2024-07-25T00:00:22Z,41.0,15667,1562,10
JEl2J9RL-EY,this new song got me like🤗💃,2024-07-24T22:00:19Z,17.0,17193,1146,23
FwMzorEoajs,A SONG FOR ALL THE IT GIRLS,2024-07-24T20:00:06Z,26.0,5850,428,7
kmjHKP1_sAs,my toxic trait🤭,2024-07-24T18:00:32Z,30.0,9722,797,8
rqwj3Ya8aT8,FUTURISTIC POINTE SHOE UNBOXING part 1🤭,2024-07-24T00:00:32Z,57.0,72365,6010,36
-gCIGl7fZsA,i mean okay i guess….,2024-07-23T22:00:00Z,17.0,6654,606,4
n1CT_92csVs,quick change pro👚😏,2024-07-23T20:00:26Z,15.0,7648,596,5
FxqfX5HNRWs,CALLING ALL FASHION GIRLIES🇫🇷,2024-07-23T18:00:07Z,15.0,3835,507,8
xf2MsZ0e3mM,he did WHAT⁉️,2024-07-22T22:00:41Z,11.0,5258,582,6
0BTwG9B0G44,filming this was not for the weak😭😭,2024-07-22T20:00:00Z,6.0,2967,305,3
oN2djrYWBuU,changing in the middle of the street…,2024-07-22T18:00:24Z,11.0,4298,281,6
9NCVQK8m1NA,ultimate power move💅💋,2024-07-21T20:00:04Z,7.0,4619,501,6
Wct4_5n92wc,GRWM in france🇫🇷💄,2024-07-20T22:00:16Z,53.0,4952,556,5
7sseifQeAkU,‘paris’ IS OUT NOW EVERYWHERE‼️,2024-07-20T20:00:04Z,15.0,3239,321,5
Ey-QBXObyoc,PARIS BAGEL REVIEW🥯,2024-07-20T18:00:09Z,60.0,3796,306,3
32EfHUly2bM,the power of angles🤭,2024-07-19T22:00:04Z,10.0,4199,442,4
Hi7QOWzP5Rg,ITS TAKING FOREVERRR,2024-07-19T20:00:06Z,8.0,4487,420,8
IEO0HBWdIXs,perfect paris vibes🇫🇷🥖,2024-07-19T18:00:08Z,8.0,3759,427,8
XhQuaS11ags,tag them below🥐🤩,2024-07-18T22:00:15Z,8.0,9241,509,14
ZEcvVhJ5GjE,like WHATTT,2024-07-18T20:00:10Z,8.0,3514,337,2
N2Qf1wD7Uxw,the pretend mirror was so awkward guys…,2024-07-18T18:00:10Z,8.0,4183,473,2
Fv4WNNKt1cA,the directions came in clutch😭,2024-07-17T20:00:10Z,22.0,4664,424,5
UCMLgpIVjpQ,his ratings were so wack…,2024-07-17T18:00:23Z,60.0,3035,321,5
CHzztZKxhmg,LIVING LIKE ROYALTY FR,2024-07-16T20:00:07Z,59.0,10947,1455,11
ovzj3d4JoI8,grwm while i spill tea on my new music video🫣,2024-07-16T18:00:35Z,58.0,5364,750,4
B4l8UoFLVPQ,d1 steamer💪💪,2024-07-15T20:00:03Z,7.0,6132,548,6
R4O8ycpajn4,THE AESTHETIC‼️ wes anderson vibes…,2024-07-15T18:00:15Z,14.0,5078,762,8
MPIhoHfJmHM,i’m going to lose my mind😭,2024-07-14T18:00:17Z,43.0,76824,7528,11
uMwAOaGWRpc,BREAKUP GLOWUP‼️🤩,2024-07-13T20:00:27Z,13.0,9922,984,12
_NzunxnjO_8,SHE ATE THAT UP🤩🤩,2024-07-13T18:00:17Z,19.0,9041,836,6
ZYhPjsj9FqA,sending a package to you guys🤭🤭,2024-07-12T18:00:30Z,7.0,11842,994,8
E_k29YzWDcg,the girls that get it💅,2024-07-11T18:00:09Z,15.0,10550,1327,17
60T0_y58fMU,would you guys get this🤭🥐,2024-07-10T18:00:04Z,8.0,41673,2936,37
yBV8FOvu4Tk,my vintage clothing DREAM.,2024-07-09T18:00:34Z,59.0,131924,12805,27
9a8SvaYAiWA,still dreaming about the last one,2024-07-08T18:00:10Z,23.0,10433,991,9
LoX1xrGH1sI,introverted slay…,2024-07-07T18:00:09Z,9.0,11683,1406,23
4woHJzP9Gtc,BECOME AN OG NOW🥖🤭🇫🇷,2024-07-06T18:00:02Z,30.0,14976,1883,52
aLEcYgbIZC4,peep the bag🤭,2024-07-05T18:00:00Z,15.0,11877,1206,13
chu453cIag0,THE ultimate summer list🤩☀️‼️,2024-07-04T20:00:14Z,13.0,8499,629,3
hR6j3TGKR6E,"she served, slayed, ate that up💅",2024-07-04T18:00:31Z,17.0,12514,997,12
4PqP-jeWkII,the car in the back😭😭,2024-07-03T18:00:01Z,18.0,13785,1532,22
9rbGwwR6fNk,I LOVE YOU GUYS😭🫶 liking until my fingers give out…,2024-07-02T20:00:03Z,37.0,6951,673,12
h5nkDgZMkSs,u guys are INSANE. thank you so much🫶🫶,2024-07-02T18:00:29Z,23.0,17402,1263,15
sPY_rpI_rf8,who’s coming with😋✈️,2024-07-02T00:00:33Z,8.0,17787,1679,21
TFRQ6xF9xqI,THIS IS UR SIGN TO GO TO PARIS🇫🇷🥖🫵,2024-07-01T22:00:18Z,20.0,58285,4955,48
xoVWDBWcRWk,FUTURISTIC POINTE SHOE UPDATE‼️ they’re coming…,2024-07-01T20:00:19Z,58.0,39063,4503,27
iLlc3Fcj178,STREAM MY NEW SONG‼️u won’t regret it😏,2024-07-01T18:00:21Z,21.0,11885,1027,16
KrxzoSecad4,PARIS IS OUT EVERYWHERE‼️🤩,2024-06-30T20:00:05Z,8.0,23349,2246,22
ZJ74ncAqAuA,do i bring it…🙈🙈,2024-06-30T18:00:24Z,15.0,6096,689,19
2LIMfjqkRdw,I FLEW TO PARIS…🇫🇷🥖for my new song OUT NOW‼️,2024-06-29T18:00:02Z,57.0,25556,2621,21
b4s4k0sCxh4,HOW I MADE A SHORT FILM for my new song paris‼️🥖🇫🇷,2024-06-28T22:00:32Z,59.0,17695,1548,10
PTppAO05qro,they all think i’m CRAZY,2024-06-28T20:00:10Z,12.0,9355,733,12
Fh-EL1kdpzw,PARIS OUT NOW‼️you guys are SLAYING SO HARD,2024-06-28T18:00:09Z,7.0,33937,2556,16
9_HR4l3H2Fw,this is why i HATE flowers💐🤢,2024-06-27T22:00:08Z,60.0,47305,4582,20
gFUIQWxrIi8,APARTMENT TRANSFORMATION⁉️💐 for my new short film…,2024-06-27T20:00:13Z,58.0,12086,1781,12
BMS_6_jz9JI,CELINE SCARF GIVEAWAY🙈 presave my new song🥖🇫🇷,2024-06-27T18:00:06Z,22.0,7344,500,14
yxzQI_zV_Mw,u guys are insane and I LOVE IT,2024-06-26T22:00:40Z,30.0,11167,1408,21
YZshiK85-DE,am i a controlling girlfriend? 😒😭,2024-06-26T20:00:09Z,60.0,25515,2757,17
gOozXt9xUl8,who would do that⁉️ me🙋🏻‍♀️…,2024-06-26T18:00:24Z,11.0,11014,906,6
oLyXBEcLKBA,GIVEAWAY ALERT🚨presave my song paris to win this celine scarf😋,2024-06-25T22:00:26Z,39.0,11045,802,28
SK72098IYxo,WHO IS THIS RANDOM LADY DANCING🩰🤫,2024-06-25T18:00:15Z,8.0,53488,4422,22
-8Fyj5M6WSM,tell me i did not EAT THAT UP,2024-06-24T22:00:00Z,44.0,10712,891,14
fA6YJMDmdV8,PARIS POOP PROTEST⁉️,2024-06-24T20:00:12Z,14.0,15585,1286,17
YRVKOHq4L_A,chat is this real,2024-06-24T18:00:27Z,11.0,20084,1850,11
-jIB3YZeDgU,SHE ATE THAT UPPP (duet with ava_balletbackup on tiktok),2024-06-23T20:00:00Z,15.0,22954,1643,9
3dcUexocGps,the train was a paid actor🙈,2024-06-23T18:00:02Z,15.0,25645,2149,16
MsEEP6v4jK4,what did i MAKE⁉️😭,2024-06-22T20:00:10Z,59.0,77428,7342,48
lpC3y8Va0uE,DYEING MY TUTU FAIL‼️🥹,2024-06-22T18:00:30Z,60.0,1548562,132686,408
cboXAGqoq6M,BALLERINA IN PUBLIC🩰💃 i was so SCAREDDD,2024-06-22T16:00:35Z,15.0,32056,3359,19
UXAjVVwwVw8,i’m actually in love🤭,2024-06-22T01:00:16Z,15.0,11837,1083,12
OGphjbZandg,she’s cooking….😈,2024-06-22T00:00:17Z,19.0,28880,2897,7
ATK-so4vXdg,PERFECT SUMMER SONG💃☀️,2024-06-21T22:00:09Z,17.0,11448,687,15
GaBwmUiXgS0,help me make a dance to my new song‼️💃,2024-06-21T20:00:07Z,30.0,6652,562,13
n35fp_4aPVc,CALLING ALL CHOREOGRAPHERS!! help me make choreo for my new song🙈,2024-06-21T18:00:33Z,30.0,4599,415,12
7wwCQXpvVoY,DYE MY TUTU RED WITH ME (and presave my new song🤭),2024-06-21T16:00:05Z,59.0,8360,746,14
vBfHoCMhtpE,ZERO AURA POINTS LOST😈,2024-06-21T01:00:25Z,23.0,6986,564,9
XA7erpNXmc8,my biggest opp😒😒,2024-06-21T00:00:24Z,10.0,14437,1018,10
NBciF06o4H8,song of the summer🤭⁉️,2024-06-20T22:00:21Z,26.0,9606,555,10
ed4ZEcMlF4o,hot girl summer = hot girl haircut,2024-06-20T20:00:14Z,15.0,5620,375,6
0FodKItBH7A,the iconic red lip of course,2024-06-20T19:00:00Z,29.0,11731,1207,14
1xieVqkidws,LMFAO thoughts on the transition…,2024-06-20T18:00:02Z,8.0,3427,391,9
L_u0GpZCWx8,did i eat or DID I EATTTT,2024-06-20T16:00:16Z,51.0,5422,494,18
IUofbP3sD3k,HAIR HACK: styling your bangs💇🏻‍♀️,2024-06-20T01:00:08Z,58.0,412324,37085,96
vlSXq-CLjVk,they really said SPEED🏃🏻‍♀️,2024-06-20T00:00:32Z,59.0,23093,2205,5
1jmWd1Li66g,like WHO IS SHE🤭👠,2024-06-19T22:00:02Z,18.0,99278,9188,33
IXOvHG04zn0,i ate this heels dance UPPPP,2024-06-19T20:00:05Z,54.0,4654,494,11
L7h7OW9bHMA,IM LATE TO DANCE CLASSSS,2024-06-19T19:00:09Z,60.0,18566,1563,7
MFyqsmVsZuI,sabrina is ICONIC for this.,2024-06-19T18:00:22Z,9.0,113794,10962,43
QNC1jC5am28,why does it fit…🤭,2024-06-19T16:00:30Z,31.0,4463,293,2
OiGxXfqra6Q,are these baguettes worth🤨🤨,2024-06-19T00:00:11Z,59.0,19979,1776,9
pxfsAY8VDXI,the lyrics HITTT,2024-06-18T22:00:28Z,40.0,5322,634,14
CGlBZ0GAz-g,this TRANSITIONN,2024-06-18T20:00:07Z,15.0,7496,504,6
TCuAb549jro,don’t date an artist🤭,2024-06-18T18:00:14Z,15.0,7332,640,8
TNRa5dBq9T8,HOT GIRL SUMMER TIMEEE,2024-06-18T16:00:22Z,15.0,2301,248,3
Mah2-uS8syU,i have new music🤭🤭,2024-06-17T20:00:07Z,57.0,2255,201,2
0YcvhVkucII,how it all started…,2024-06-16T20:00:00Z,60.0,5829,325,2
V9CUC7eLMqE,from roasts to spotify covers🥹🥹,2024-06-16T18:00:28Z,58.0,4391,462,4
ckze4hx9Lmo,the switch up is crazy,2024-06-15T20:00:18Z,59.0,12024,1033,13
uE1UMhLUu94,always ✨THAT GIRLLL✨,2024-06-15T18:00:27Z,16.0,17284,1435,0
6JQNQfFcsV4,a new person😇💃,2024-06-14T20:00:02Z,23.0,8189,604,10
zMPs1vfmQSY,THE TRANSFORMATIONNNN,2024-06-14T18:00:28Z,14.0,693381,66551,48
-XpPF2m97cs,DONT GASLIGHT YOURSELF‼️‼️,2024-06-13T20:00:00Z,42.0,7464,596,8
1ET__9z9WkQ,the CONFIDENCE🙈 future tour??,2024-06-13T18:00:00Z,30.0,15753,932,9
4voFIGKFN5E,GUESS THE TITLE🤭🇫🇷,2024-06-12T18:00:02Z,15.0,13841,1142,27
aWSLK0na3w0,DYEING MY POINTE SHOES RED⁉️😭,2024-06-11T18:00:03Z,54.0,18979,1513,11
fTPy7AjeyEo,this was a bad idea…,2024-06-10T20:00:27Z,52.0,12445,1152,12
EMl-Xl3YgoI,DESTROYING MY POINTE SHOES⁉️,2024-06-10T18:00:13Z,60.0,33656,3504,17
IyPuQDMMjOg,the second to last one IM CRYINGGG,2024-06-09T20:00:11Z,39.0,51335,4594,17
WxM4Z9sGprU,ur girl was SCAREDDD,2024-06-09T18:00:13Z,58.0,10414,812,11
bMQep0bUydQ,how is this my life.,2024-06-08T18:00:17Z,14.0,29315,2178,21
79AG3drp4js,THEY KEEP PUSHING IT,2024-06-07T18:00:08Z,60.0,28909,3410,25
bGzF1Aeu-14,like WHO IS SHE🤭🤭,2024-06-06T18:00:30Z,23.0,9181,624,8
-gDrze_S9Mw,my first love…,2024-06-05T18:00:00Z,16.0,21444,1643,11
JtmOJhi02zY,DO I LOOK LIKE EDNA⁉️,2024-06-04T18:00:14Z,38.0,23519,2199,13
FoWcPklbAWU,i have an addiction.,2024-06-03T18:00:08Z,36.0,26988,1756,16
nHdOmKm9Vz0,OBSESSED with this look.,2024-06-02T18:00:22Z,18.0,13671,1092,21
n4BafoNHmeo,GIRL DOWN😭😭,2024-06-01T18:00:31Z,8.0,12211,629,10
8ohNiRKIrHg,sending so much love🫶🫶,2024-05-31T18:00:06Z,19.0,23127,1620,11
92tQLEuinSM,my mom is iconic🤩,2024-05-30T18:00:10Z,11.0,19261,880,4
6q7R40MwMNM,we’re related i promise😭,2024-05-29T18:00:03Z,8.0,17707,834,12
QmL2wZpa8T8,summer come faster PLEASE,2024-05-28T18:00:12Z,10.0,12966,839,14
tKzXAycdEH0,turn back to the ballet trends LOL,2024-05-27T18:00:34Z,16.0,23092,1942,16
1UI1jsDcKwQ,the last one LMFAOOO,2024-05-26T18:00:00Z,13.0,95239,6115,66
9ZzL2EOEXl0,you’re gna make me CRYYYY,2024-05-25T18:00:03Z,37.0,51033,4622,23
MaB1CsAWOpY,ballet brain lives on🫠,2024-05-24T18:00:15Z,17.0,40536,3505,21
lXZToclKNbM,i’m ✨OBSESSED✨,2024-05-23T18:00:24Z,15.0,18156,1397,16
p2IPaJWNpcE,THE RESULTS THOOO❤️‍🔥🫣,2024-05-22T18:00:26Z,17.0,26850,1809,17
2eZtJWUq4SY,it was in a drawer for TEN YEARS.,2024-05-21T18:00:03Z,50.0,65488,7110,13
9t3LWLV2W1s,THE WORST TEXT. what makes you unsettled?,2024-05-20T18:00:04Z,12.0,12958,961,9
IWEYl48bO6Q,nobody deserves to be told these things…,2024-05-19T18:00:09Z,16.0,48661,3896,22
tbsmdx6KHlc,why i don’t have a life.,2024-05-18T18:00:22Z,60.0,24663,1844,17
kmpFJW-jjxY,she’s the best🥹🫶,2024-05-17T18:00:32Z,27.0,137817,9575,31
3iFzUGGP19I,your new crying song🥹💪,2024-05-16T18:00:02Z,27.0,63609,5504,27
dehFXcm-Mdg,me? write sad songs?? no way,2024-05-15T18:00:28Z,42.0,31531,2195,24
OiB8Lu3DZD8,filming secrets🤫‼️,2024-05-14T20:00:12Z,53.0,110681,7094,32
g57hOfh7pRM,even shorter…,2024-05-14T18:00:28Z,7.0,26090,1436,10
-aL-Ugd7eK0,MOM THATS ME‼️🔥,2024-05-13T20:00:00Z,13.0,20001,1484,9
LgM1iIbCYeY,dancing with my mini me🥹🫶,2024-05-13T18:00:08Z,60.0,92858,8394,26
9LLS9n_NJ4Y,I TRY BEING A THERAPIST⁉️ last part of making the visuals of my new song🤭🤭,2024-05-12T20:00:03Z,44.0,692779,35099,132
eAdTbP0vvVI,WOMAN YELLS AT LITTLE GIRL🤨 making the visuals for my new song🩰🫶,2024-05-12T18:00:30Z,60.0,5002574,258989,569
6U0AUW97at4,MEETING MY TWIN‼️ prepping visuals for my new song🥹,2024-05-11T20:00:01Z,60.0,763290,46872,29
ThSzLlJNNkg,TRUE STORY‼️ my friend get yelled at for watching cartoons instead of doing ballet,2024-05-11T18:00:23Z,12.0,168163,17871,31
u_TjFU-sufk,to all my ex-ballet dancers🩰🫶,2024-05-10T20:00:19Z,12.0,264299,26900,84
y1RM98SAiaA,hugging mini mikayla🥹,2024-05-10T18:00:27Z,15.0,31232,1719,0
CJpLr4Brf1Q,oh that’s not—,2024-05-09T20:00:08Z,8.0,22908,1367,9
d3LEY1aSpns,mini mikayla would lose her mind if she met current me🥲,2024-05-09T18:00:30Z,9.0,138360,7807,9
rFFHlKSiDtM,ballet. “I don’t feel safe in my body” part 3/4,2024-05-08T23:00:33Z,53.0,493061,33165,90
3KLZryAVtPc,Therapy. “I don’t feel safe in my body” part 2/4,2024-05-08T21:00:02Z,53.0,100660,7003,0
B1rRr7wmlRU,“I don’t feel safe in my body” part 1/4,2024-05-08T19:10:55Z,20.0,629587,46473,89
0wFtMMzd6WI,this is a safe place🧘🏻‍♀️,2024-05-07T20:00:01Z,18.0,151647,11882,116
V0ZuxFMVUao,CALLING ALL BALLERINAS🩰 presave my new song!,2024-05-07T18:00:12Z,19.0,52011,3433,36
4F7Z1l41P_w,my music journey🥹🥹,2024-05-06T20:00:01Z,41.0,15053,820,7
RqZiY37BcPs,notes app of a singer🥲,2024-05-06T18:00:22Z,26.0,6051,449,9
nhFp29_Gbok,TWIN‼️ WHERE HAVE U BEEN🥹,2024-05-05T20:00:20Z,8.0,24023,1104,4
i1apGcSgnMQ,BIG REVEAL‼️ she’s perfect🥹,2024-05-05T18:00:16Z,41.0,1461508,140039,150
WMLbV38ALWw,my mom cried when she heard this song🥲🥲,2024-05-04T18:00:29Z,37.0,751054,49242,137
WLipAu__7es,i’m not lying I PROMISE🙏,2024-05-03T18:00:13Z,36.0,12973,998,6
mBLWsThRX4Y,i don’t feel safe in my body… PRESAVE NOW‼️,2024-05-02T19:00:23Z,26.0,14322,800,5
gkDjeTaplh8,…it’s a sad song.,2024-05-01T18:00:30Z,37.0,7212,452,10
YSDS9vzE8jk,can’t believe these blew up…,2024-04-30T18:00:21Z,20.0,14170,742,6
6shFZLZ_06M,wrote this crying on my bathroom floor…,2024-04-29T18:00:06Z,37.0,11819,994,17
gtV3Jnn39_E,COME WITH ME TO THE DANCE STORE🩰‼️,2024-04-28T18:00:29Z,60.0,46769,3788,13
JJiKNczXVHM,the tote bag⁉️i’m OBSESSED.,2024-04-27T18:00:08Z,40.0,14548,641,5
u7mqmensQgA,the swimsuit is a LOOK💅,2024-04-26T18:00:27Z,44.0,4803,340,8
orWmb0_ipms,you guys are TOO funny💀,2024-04-25T18:00:24Z,20.0,18867,1228,5
khJVsjgBhWo,twin…where have you been👯‍♀️,2024-04-23T18:00:19Z,28.0,11816,643,9
q52zVbE-1Sk,you have been PROMOTED you are now one of my elite employees🥹,2024-04-22T18:00:22Z,33.0,13933,907,12
HcEXM8FFbZs,IM SO INDECISIVE⁉️,2024-04-21T18:00:16Z,9.0,17031,700,26
vPE7baSEa0Y,we are in love with you.,2024-04-20T18:00:33Z,6.0,8499,471,5
Uz_na1sWf0E,pockets are a MUST.,2024-04-19T18:00:23Z,14.0,6969,522,8
RfDO5Eb8QkQ,the belt at the end OMFGGG,2024-04-18T18:00:18Z,59.0,58536,4951,13
ZxSEG8cPsoQ,it’s the coachella air,2024-04-17T18:00:18Z,6.0,13061,813,8
AKmHg9TkS80,COACHELLA FITS from last year🥹,2024-04-16T18:00:03Z,9.0,13184,921,11
1VKCVwBnPXk,LOOKING FOR A MINI ME‼️,2024-04-15T18:00:01Z,26.0,22693,1328,11
p1MHykt2G1Y,the last person LMFAOO,2024-04-14T18:00:19Z,43.0,20922,1406,10
kbGAGOsK0PI,THE BEST THRIFT HAUL.,2024-04-13T18:00:29Z,59.0,17039,1021,9
qsCLkva_M2A,the WEIRDEST scam⁉️,2024-04-12T18:00:22Z,11.0,12449,567,18
QYxikbC1IiQ,my sister’s reaction LOL,2024-04-11T18:00:10Z,60.0,32750,2416,13
G6CJ7ohgLSM,my new music…an extra edit😋,2024-04-10T18:00:14Z,13.0,7293,609,12
NWbyfO4C_aE,CHOPPING MY HAIR OFF✂️,2024-04-09T18:00:16Z,60.0,28623,2078,28
0u3W9umnWzg,all the outfit changes😭,2024-04-08T18:00:00Z,58.0,12925,1072,12
KXMDJhiTLmY,MAKEUP HOLY GRAIL💄‼️,2024-04-07T18:00:08Z,57.0,28808,3353,18
nufbKFUsV54,the truth is out.,2024-04-06T18:00:30Z,14.0,30697,1954,31
kok-P_36PBw,level: EXTREMELY DIFFICULT🎶,2024-04-05T18:00:17Z,10.0,8578,473,25
aLTvnHtQwSY,i can explain…,2024-04-04T18:00:01Z,17.0,30755,1435,23
ddUuG50LV_8,UR SIGN TO STREAM DANCE OF THE TREES!,2024-04-03T20:00:15Z,9.0,6506,305,7
7y1378AKkc4,sliding into your dms (playlists)😉,2024-04-03T18:00:03Z,14.0,9765,429,9
