video_id,title,published_at,duration_seconds,view_count,like_count,comment_count
g9irpNlSYD4,DO U SEE THE VISION😭,2024-04-02T18:00:17Z,58.0,9168,573,6
bz3utyIXVxQ,this should NOT be normal‼️,2024-04-01T18:00:26Z,39.0,28087,2176,53
3InRiqs46hg,the editing is INSANE,2024-04-01T18:00:03Z,19.0,19121,1715,16
l5sbNR3xl1s,ballet does WILD things to ur self image…,2024-03-31T20:00:13Z,10.0,15437,1653,26
XxwcmlHm-kM,what a sweet comment😀,2024-03-31T18:00:14Z,14.0,18459,1434,25
QM_TglJV5OU,makes the fit check 10x better,2024-03-30T20:00:08Z,14.0,16378,1301,29
e_ucwOJfP_M,a moment for this DRESS,2024-03-30T18:00:28Z,19.0,20759,960,21
4xnNfJsqcKg,on urban outfitters website🤨⁉️,2024-03-29T20:00:01Z,23.0,9523,942,13
avJ6X3wh1u4,MOM IM ON THE RADIO‼️🤩,2024-03-29T18:00:04Z,60.0,13726,1416,28
HaAcfl81xZc,BLESS MEDITATION GUY LOL🙏,2024-03-28T18:00:08Z,60.0,14826,869,10
kmxE6u9byPQ,ballet ➡️ business school⁉️,2024-03-27T18:00:32Z,60.0,20613,1196,19
xH3peHkp3O4,a total 360😭😭,2024-03-26T18:00:27Z,19.0,15580,939,19
l5F0XTwUmGc,who… me? 🩰😈,2024-03-25T18:00:31Z,14.0,24047,1632,23
AyNP9f7UzAk,which side do yall prefer… 🦢,2024-03-24T18:00:04Z,19.0,32606,2270,30
nUeZE0TbkJU,BALLERINA MAKES MUSIC⁉️🩰,2024-03-23T18:00:19Z,14.0,45821,3677,43
7_OC0pmBmZw,THAT BEAT DROP‼️,2024-03-22T18:00:06Z,18.0,39441,2798,15
dCPMz76C49c,BALLET TIME🩰 i overpacked…,2024-03-21T20:00:13Z,60.0,27769,1998,10
LMx0GcCrXN0,it’s the endless crying for me,2024-03-21T18:00:12Z,10.0,18123,860,12
FRXeULSn_jQ,DANCE CLASS GRWM💃 the top trick🤭,2024-03-20T20:00:06Z,60.0,76750,5538,18
QNkJfBqissE,the downfall of tiktok…,2024-03-20T18:00:15Z,60.0,26076,2332,8
oJRdEwcLhjE,my dancer heart is SO FULL🫶,2024-03-19T20:00:30Z,14.0,21506,1451,11
OvBhvoODdBE,where the hell have you been loca⁉️,2024-03-19T18:00:11Z,19.0,12841,734,8
V0cc6ZclIms,#Ad #FreshOutTheGallery queen Tyla did it again 🫶🏼,2024-03-18T20:23:25Z,20.0,12230,571,5
EUUDLqY631I,stream ‘dance of the trees’ for good luck🧘🏻‍♀️✨,2024-03-18T20:00:04Z,26.0,736844,40008,1166
TEwpgxywWZ0,SAILOR MOON INSPIRED MY MUSIC COVER⁉️,2024-03-18T18:00:20Z,51.0,15614,1229,10
rChsjeiLgqM,the pieces turned out SO GOOD,2024-03-17T20:00:24Z,60.0,16506,1919,12
J3ejoo9ClLU,not very coquette🎀…,2024-03-17T18:00:14Z,11.0,7127,461,4
5smN03dyDfU,this is THE dress.,2024-03-16T18:00:07Z,25.0,31646,2388,21
y7ktmZ1aozU,STREAM MY NEW SONG‼️ on all platforms🔥,2024-03-15T18:00:24Z,19.0,10729,642,18
1EwyVHMsrto,i promise i’m not trying to gatekeep😭,2024-03-14T20:00:02Z,60.0,16404,1604,19
DnflFmii5QE,a whole 360 LOL,2024-03-14T18:00:05Z,12.0,12387,746,6
Q2mwVZx6IHI,PLS TELL ME THERE ARE MORE CURSIVE LOVERS🙏,2024-03-13T20:00:14Z,23.0,14384,934,68
sqV0YW8Go_g,do NOT process your film at CVS‼️,2024-03-13T18:00:27Z,24.0,15338,939,5
cueatt_ZWe8,the last one LMFAOO💀,2024-03-12T20:00:18Z,34.0,10783,751,3
D0HYsq756z0,THIS IS INSANE U GUYS stream my new song ‘dance of the trees’🤭,2024-03-12T18:00:05Z,13.0,8303,549,11
3cOU7aRlBmA,THEY DID WHAT😭,2024-03-11T20:00:01Z,59.0,19013,1338,16
2g7Pr5zb6oI,trust no one😒…,2024-03-11T18:00:01Z,56.0,27429,1484,12
h6jplaj_6OE,GO WATCH THE VISUALS (i promise they’re cool),2024-03-10T18:00:15Z,21.0,8498,546,7
qVqF1rEq384,HELP ME FIND MY BILLBOARD🙏,2024-03-09T21:00:18Z,30.0,11069,908,10
ttPN2rndqUQ,WTF IM ON A BILLBOARD⁉️,2024-03-09T19:00:23Z,12.0,9819,686,18
Yi6eK6LJWUM,MOM IM ON SPOTIFY,2024-03-08T21:00:16Z,16.0,6908,444,7
442ZzzqnbSY,keep an eye out next time heheheheh,2024-03-08T19:00:01Z,21.0,10949,534,1
uV1kz9KVBZ0,this remix tho…GO STREAM DANCE OF THE TREES‼️,2024-03-07T21:00:26Z,15.0,4902,270,6
pqh0L6fNi1o,MAKING THE VISUALS FOR MY NEW SONG🎬😈,2024-03-07T19:00:20Z,38.0,26348,1793,5
s5ChYyUEMGI,BEHIND THE SCENES of the visuals for my new song🎬🎬,2024-03-06T21:00:23Z,51.0,304954,28818,21
O74_f7f0x-c,last minute CHAOS💄,2024-03-06T19:00:19Z,45.0,12328,687,2
de1h60FlNL8,the split makeup LOL,2024-03-05T21:00:31Z,58.0,4599,273,3
-HY8cBDvDc0,dancer’s guilt.,2024-03-05T19:00:00Z,17.0,12756,900,5
twTl6BzxJTw,the visuals are INSANE.,2024-03-04T21:00:24Z,22.0,5591,393,2
qjbBiC49_8Q,STYLE MY DANCE LOOK💃 for my new song,2024-03-04T19:00:30Z,59.0,14917,901,3
jSpKxw5-vrs,GRWM for an INTENSE dance practice😭,2024-03-03T21:00:30Z,56.0,5779,445,1
BbD4V95Zg4o,dancer math ......,2024-03-03T19:00:04Z,26.0,9859,624,2
oWC2dg8Ur5s,“dance of the trees” pt. 4/4 Apple,2024-03-03T01:48:12Z,14.0,7567,555,5
M-JycvYu440,DANCING FOR MY NEW SONG👀 this choreo was out of my comfort zone…,2024-03-02T21:00:09Z,60.0,18409,1157,4
YbpJVjFRHzk,the transformation tho…🔥💃,2024-03-02T19:00:12Z,16.0,14530,922,7
v-W_1T6UMHk,the pointe shoes are ready😈,2024-03-01T21:00:33Z,42.0,16220,1195,6
CkFSH6pJGcA,BREAK MY POINTE SHOES🩰 it’s a whole process…,2024-03-01T19:00:13Z,59.0,17979,1201,7
Vre3wlh5HDA,NEW SONG OUT NOW🤭🤭,2024-02-29T21:00:24Z,16.0,4730,272,3
JKpGIi9qkVM,“dance of the trees” pt. 3/4 Eye,2024-02-28T22:47:54Z,19.0,14524,1109,12
IRrH9KsUBdg,“dance of the trees” (part 1 of 4),2024-02-28T20:00:05Z,19.0,14402,1491,19
QlSPUaV29Zc,PREP MY POINTE SHOES🩰 in the library😭,2024-02-27T22:00:23Z,59.0,14295,1154,7
7WdbK1TF3_U,POINTE SHOE PREP🩰 (library edition…),2024-02-27T22:00:03Z,59.0,1212085,83407,193
S78cd8pOSDU,OUT TODAY!!!! stream dance of the trees,2024-02-27T21:00:16Z,16.0,6678,399,6
8yT4urpUwa4,GRWM to dance for my new song💃,2024-02-27T21:00:04Z,58.0,5930,443,2
-z0nqfa4q90,what making a short film is REALLY like,2024-02-27T21:00:00Z,59.0,8705,499,2
uu8NpsjWIwI,no regrets….,2024-02-27T19:00:24Z,10.0,9194,496,6
TxA7m08bxoA,what living in LA is really like…,2024-02-27T19:00:12Z,53.0,7126,522,3
2D-FeOlEo4k,LAST DAY OF MAKING MY SHORT FILM and a new one coming up👀,2024-02-27T17:15:00Z,51.0,3243,276,5
j_Ops8c21ew,DANCE OF THE TREES coming to you🫵,2024-02-26T21:00:20Z,19.0,5715,279,7
JafzVpWpvmA,2am film making😭 i’m so tired,2024-02-26T19:00:07Z,42.0,6714,548,3
bsAab6cqn34,MAKING A VIRAL SHORT FILM: behind the scenes👀,2024-02-25T21:00:12Z,60.0,5620,446,4
vDleB94ihUU,ur wish is my command😈 CHECK OUT MY NEW SONG!!,2024-02-25T19:00:32Z,19.0,4751,303,8
eUFOP_JT9UA,INSANE ROOM TRANSFORMATION for my short film!,2024-02-24T21:00:24Z,58.0,12949,1143,2
EF_jUnn8riY,touch some grass!! and check out my new song👀,2024-02-24T19:00:04Z,14.0,3356,233,3
_Rm-963v5OA,BALLET SHOTS for the short film🩰 i was exhausted,2024-02-23T19:00:13Z,59.0,33345,2919,6
0sV4eJn1oPc,like who IS SHEEEEE,2024-02-22T19:00:00Z,14.0,4113,330,12
X5fMvaieIRc,this dance is dedicated to all my exes😋,2024-02-21T21:00:15Z,59.0,20537,1203,16
lqM8Gk0XzMk,DANCE CLASS GRWM💃 the red fit omg,2024-02-21T19:00:31Z,60.0,15511,1310,18
S5aaW8Q-0Dw,my new song🤭🤭,2024-02-20T21:00:22Z,19.0,7320,494,9
WwqRxOelVQs,the STRESS that went into this,2024-02-20T19:00:11Z,41.0,5273,478,4
AqTUHMObSZ0,filming my depression sequence😀,2024-02-19T21:00:05Z,60.0,9528,610,4
HlJEN9UA8aw,and she slays everytime❤️‍🔥,2024-02-19T19:00:08Z,19.0,7715,623,15
oK4DKo4v-yA,a moment for the hair bows🎀,2024-02-18T21:00:18Z,19.0,9107,662,13
cWWswIID7pI,singles awareness day🥲,2024-02-18T19:00:14Z,10.0,6795,374,7
DfRoDRAcIIU,she did not eat that up…,2024-02-17T21:00:05Z,9.0,8851,542,3
kvePQ9049GM,a VERY rushed grwm…,2024-02-17T19:00:30Z,56.0,7948,474,6
g-oQVq3LcJA,WHY AM I LIKE THIS,2024-02-16T21:00:18Z,58.0,8191,605,6
ugooClHZ2lw,that’s where i draw the line…,2024-02-16T19:00:25Z,9.0,7650,331,4
-Nu6RshUfOQ,it’s ROUGH out here,2024-02-15T19:00:00Z,54.0,10516,566,10
GrzLUL6pwPY,coming to you soon😏,2024-02-14T21:00:08Z,11.0,8393,386,4
raiS-sA1TFk,innovation that excites☕️,2024-02-14T19:00:32Z,18.0,8801,520,7
2CpfxxMxLg4,THE UPDATE IS COMING I PROMISE😭,2024-02-14T19:00:01Z,29.0,16008,1591,12
PVd9njrQLwk,the way it matches so well⁉️,2024-02-13T21:00:16Z,18.0,8770,376,1
Pgqrp26KA_k,this is a harp song…🤨,2024-02-13T19:00:10Z,19.0,10857,693,9
icCrS8UpqyE,i messed up…,2024-02-12T21:00:18Z,43.0,10749,726,5
kwjElTWwDQc,how i made my short film🎬,2024-02-12T19:00:21Z,56.0,11312,736,3
io2VeduyQzc,i’m related to the glambot guy⁉️,2024-02-11T21:00:24Z,45.0,28456,2100,15
ZIyiG6RS6Ow,my grammy glambot ft new song🤭,2024-02-11T19:00:16Z,14.0,11791,1054,11
VFvSIThAlpM,NEW SONG ALERT‼️ get excited yall… “dance of the trees” is coming to you soon,2024-02-10T21:00:10Z,19.0,13480,910,11
OXVAXVxIUgQ,russian ballet teacher trauma😭,2024-02-10T19:00:15Z,7.0,24423,1291,11
f-oNB4mcSag,the thrift finds are actually insane.,2024-02-09T21:00:30Z,60.0,64046,3852,24
BoTJpwRuKso,GOODBYE A** CRACK SHORTS,2024-02-09T19:00:09Z,59.0,16436,1340,10
ES1LZEQybQo,we crashed a party.,2024-02-08T19:00:14Z,59.0,9774,952,12
gWPcKxl3tzk,NO LEOTARDS‼️‼️,2024-02-07T19:00:28Z,60.0,67608,5946,15
Sqa_TMg3ySg,excuse my french🤭,2024-02-06T19:00:21Z,49.0,12809,1264,24
1HJCWmN8ECw,i’m truly sorry…,2024-02-05T19:00:01Z,50.0,29146,1688,9
yAvtmh6EqHk,calling all hotties❤️‍🔥,2024-02-04T19:00:32Z,16.0,19139,1037,10
Oh-wE9-RQZY,i’m not late but IM LATE,2024-02-03T19:00:14Z,25.0,25966,1541,15
1ow1LUmDMOQ,MAKING MY SHORT FILM we went to the prop house⁉️🤨,2024-02-02T19:00:02Z,59.0,13114,1277,4
XyLxzimbWtQ,how i made my short film (chaotic),2024-02-01T19:00:12Z,60.0,23767,2108,7
Gfhac7Ko6Co,yall ruined my pointe shoes😭😭,2024-01-31T19:00:10Z,56.0,289564,26970,165
jfbDnRsE4-s,ATE IT UPPPP i love heels class,2024-01-30T19:00:20Z,29.0,28846,2009,13
bRgvn3VCVxY,my pointe shoes are black⁉️,2024-01-29T19:00:17Z,60.0,30084,2098,23
2zuocDp2HYs,DYEING MY POINTE SHOES BLACK🩰❤️‍🔥,2024-01-28T19:00:01Z,56.0,35187,2320,21
0lAAs0PQ3aY,i was abt to cry yall,2024-01-27T19:00:00Z,27.0,25709,1735,11
Oi8nh08C1QQ,the struggle is REALLL,2024-01-26T19:00:10Z,60.0,29024,2508,8
VQYPZsRuH6U,the nonstop chaos during a dance😭,2024-01-25T19:00:14Z,58.0,22939,1664,7
Wz7ZIFafuHw,practice makes progress yall,2024-01-24T19:00:25Z,53.0,33924,2359,15
YNATwdHeQSk,GRWM for dance class💃 cold edition🥶,2024-01-23T19:00:15Z,56.0,32180,2289,8
pXwtQXwjLB8,the talent is actually insane.,2024-01-22T19:00:22Z,22.0,30970,1771,8
OWy3vJHa73s,GRWM for dance class (but i’m REALLY not feeling it),2024-01-21T19:00:10Z,60.0,55163,4040,25
jp1JaTcfpxA,what IS 4+4😭⁉️,2024-01-20T19:00:20Z,15.0,70450,4280,56
3A8Y5oVDI4c,the way he backed up LMFAOOO,2024-01-19T19:00:03Z,60.0,54752,5377,39
opOc7gslLCo,heels class 👠 BRITNEY EDITIONNN,2024-01-18T19:00:32Z,30.0,87223,7080,33
ocvGvC-Z3ho,it’s britney biiiiiiii🤭 GRWM FOR DANCE CLASS💃,2024-01-17T19:00:21Z,60.0,114773,10249,38
g0kVpdmEbIg,trust the process yall…,2024-01-16T19:00:17Z,46.0,112520,5831,27
kmtNCTLV2Uw,futuristic pointe shoe fitting👀🩰,2024-01-15T19:00:17Z,60.0,760987,91153,179
vSMktHUzTLg,FRAMING MY EP COVER…and dishcloth😭,2024-01-14T19:00:31Z,57.0,53836,4767,19
j6KXIQMht2c,the chaos of a dancer’s brain😭,2024-01-13T19:00:27Z,60.0,94423,5108,14
nfxOo1WxXvk,heels class sneak peek🤭,2024-01-12T21:00:21Z,18.0,114094,5397,8
pRyA9AL6KQ8,it’s giving “don’t talk to me” LMFAOO,2024-01-12T19:00:30Z,58.0,109202,7305,14
dfgP6jSsavY,the album art is EVERYTHINGGG,2024-01-11T21:00:18Z,11.0,84582,5111,18
nw8K506_R9A,it’s that mom intuition frfr,2024-01-11T19:00:30Z,10.0,93332,6498,19
HKVriWJMlwY,POINTE SHOE UPDATES🩰 we’re all good yall,2024-01-10T21:00:12Z,32.0,581175,52003,67
rd-Vew6gvsE,the last top…IM IN LOVE,2024-01-10T19:00:24Z,60.0,74721,4629,22
OJ6kzQVUi9I,what are ur ins and outs😋,2024-01-09T19:00:33Z,16.0,54703,2649,21
ARsxNAB3TCo,yall…what do we do now,2024-01-08T19:00:06Z,57.0,233895,26592,57
NpGTJY9csU4,with my song in the back too👀,2024-01-07T19:00:09Z,11.0,100030,5953,10
3elS8gt9y4o,these futuristic pointe shoes are INSANE,2024-01-06T21:00:01Z,60.0,3789366,316691,475
sZAX945EU38,GRWM (chaotic) I HAVE NOTHING TO WEAR😭,2024-01-06T19:00:32Z,59.0,40849,3326,13
Ff2OgZL8Gpw,compliments from strangers🫶🫶,2024-01-05T19:00:08Z,11.0,40915,3309,14
GCNAtJviBpI,my selfie game😭,2024-01-04T19:00:09Z,6.0,55641,2039,10
1K53eZCIT8Y,THESE ARE REVOLUTIONARY FOR BALLET🩰‼️,2024-01-03T21:00:00Z,60.0,164380,12685,45
gujMHxbRgNo,kick em in the NUTcracker🩰,2024-01-03T19:00:15Z,10.0,45207,2843,17
bdw2RDMRe8A,hot tub in freezing weather? COUNT ME INNNN🏃‍♀️🏃‍♀️,2024-01-02T21:00:27Z,17.0,19782,1136,8
TrFYGP4zZok,ballerina to singer arc is totally normal right….?,2024-01-02T19:00:11Z,8.0,45790,2147,13
yqpRaV7FlYY,i’m just a girl😭,2024-01-01T19:00:19Z,30.0,20778,1741,8
vp2ci3eYjqk,DO THE PIES LOOK GOOD🥧⁉️,2023-12-31T19:00:25Z,59.0,16249,1342,13
sAR8EPwwFAc,attempting to make a pie🥧 that dough flip tho🔥🔥,2023-12-30T21:00:32Z,60.0,8766,777,9
NLDCiNMU5oE,baking is so hard😭🧑‍🍳,2023-12-30T19:00:14Z,59.0,7735,579,6
d0VDZ6W-094,LET’S BAKE A PIE🥧✨ pie personalities…??,2023-12-29T21:00:31Z,59.0,10444,678,11
TdicH2g3zEI,BAKE 🥧 WITH US! a chaotic mess..,2023-12-29T19:00:13Z,58.0,9958,638,7
JgN82gs51no,GRWM for a GALA💃🍾 i feel like a princess,2023-12-28T18:00:08Z,58.0,19444,1611,7
wRk6BHY4sVI,the GLOW UP is glowing‼️,2023-12-27T18:00:35Z,8.0,24270,1503,27
3e2fZIIhDrw,a 2024 MUST have💋,2023-12-26T18:00:02Z,59.0,25006,1986,21
Artlq0OwLLQ,she is the most precious person🫶,2023-12-25T18:00:04Z,10.0,43612,2498,16
qqRLioVVNls,IM LIVING A DREAM🧚,2023-12-24T18:00:33Z,25.0,26119,1575,12
Jeo11qJ85sQ,on my mind recently…,2023-12-23T18:00:08Z,24.0,21445,809,1
Kujoc-WhH-g,the other woman💔💔,2023-12-22T18:00:11Z,10.0,31684,1999,16
X1RgSfjaDNA,THE BEST BREAKUP SONG‼️,2023-12-21T18:00:22Z,26.0,25226,1140,11
fcxOujn__Kw,I THOUGHT YOU LIKED ME,2023-12-20T19:00:17Z,9.0,20142,794,10
KUL8sKhvPGw,the last one was MUCH needed💅,2023-12-19T19:00:07Z,21.0,12550,736,2
xiqdS7LiX_4,the girls that get it… get it.,2023-12-18T19:00:20Z,11.0,25423,1471,29
sqvgSt7WzdM,the song that broke me.,2023-12-17T19:00:18Z,60.0,11473,721,10
hu8qEAIfK8A,this year was INSANE.,2023-12-16T19:00:26Z,45.0,23663,1069,12
NMPQNY1bHv0,leaving something you love💔,2023-12-15T19:00:11Z,60.0,15884,1040,18
AXRnJUxqI7s,GRWM for the NUTCRACKER🩰,2023-12-14T19:00:05Z,60.0,23304,2086,18
TsRHBPwRMqo,SHE’S FINALLY HERE AHHHHH🩰,2023-12-13T19:00:12Z,40.0,12609,1015,4
UnK9XkN_iv8,THIS is core core. i love people🫶,2023-12-12T21:00:20Z,15.0,24021,1606,7
CyBXuL4CcVg,IM SO NERVOUS😭😭,2023-12-12T19:00:07Z,59.0,16964,1313,11
Qz7dsD9MpPI,my life changed overnight⁉️,2023-12-11T21:00:12Z,17.0,23980,1057,13
2Wt5JNRcrzY,THE STRUGGLE IS REAL😭,2023-12-11T19:00:00Z,59.0,24218,1920,12
zGo5Gwsbgv8,this song broke me.,2023-12-10T19:00:22Z,8.0,18408,708,15
Z7fAUkMSSUg,it’s been ROUGH😭,2023-12-09T19:00:21Z,29.0,6950,322,5
i-hBN-GzVQM,OMG WHO IS SHE⁉️🙈,2023-12-08T19:00:29Z,30.0,13895,744,15
W9T8mvIiHuQ,I HATE RUNNING😭,2023-12-07T19:00:18Z,27.0,11661,568,10
_06nQCC3_oE,how many did you guys do🙈,2023-12-06T19:00:18Z,8.0,7320,371,3
kk7HM_QSAhQ,AM I CRAZY OR DO YALL SEE IT TOO⁉️,2023-12-05T19:00:17Z,21.0,20464,967,24
uLqm11rW5YU,back to ballet class🩰,2023-12-04T19:00:32Z,52.0,7448,502,4
FnOZXkr8im8,i’m on YOUR spotify wrapped??🤭,2023-12-03T19:00:11Z,7.0,9894,501,7
WM6C0lR2GBU,channeling ✨diva mode✨,2023-12-02T21:00:21Z,27.0,17804,1119,12
2Ur60LVxwTY,the progress🥹,2023-12-01T19:00:02Z,21.0,24065,1248,18
a4OiBStkXtY,new song and hair????,2023-11-30T19:00:00Z,19.0,11009,535,15
_j06n1WKAyA,where are my short hair fans at🙋🏻‍♀️,2023-11-29T19:00:28Z,10.0,20139,847,27
ZfqUZrmidu8,THE TRANSITION THOOO🤭,2023-11-28T21:00:15Z,20.0,9182,572,18
N7mudxDAnQA,#AD Are you ready for the holidays? #DoorToTheHolidays,2023-11-28T18:24:05Z,11.0,64486,1340,10
IFvTTzVKy2E,my dance partner in crime👯‍♀️,2023-11-27T19:00:11Z,41.0,13020,789,4
nMTNLkfWl0Y,did someone say fit check😏,2023-11-24T21:00:24Z,7.0,11071,596,7
m5yUSqrqPFI,looking at my best friends🍑💃,2023-11-23T21:00:32Z,16.0,10084,539,2
i__cGZe9A1Q,my confidence in heels class📈📈,2023-11-20T19:00:18Z,16.0,12139,722,4
knss-QzzULo,frog slippers and everything😭,2023-11-18T19:00:30Z,7.0,24595,1086,21
fN38uGPXsbo,the CONFIDENCE dancing in heels gives👠✨ #shorts #dance #confidence #selflove #dancevideo #dancer,2023-11-16T21:00:18Z,44.0,21388,1375,21
BfWZ7L2RlPU,SPED UP vs NORMAL🤔🎶 which do we like better #shorts #singer #songwriter #music #musicartist #artist,2023-11-16T19:00:09Z,16.0,8950,451,7
dWo8b9IOuX0,struggles of a music artist...😬 #shorts #music #musicartist #singer #songwriter #artist,2023-11-15T21:00:21Z,56.0,11826,603,8
1EHWUAyb9BY,the MUST HAVE lip product💄 #shorts #makeup #makeuptutorial #lipstick #beauty,2023-11-14T21:00:00Z,46.0,18536,1412,64
LcP3q6FW8KU,UR SIGN TO JOIN A DANCE CLASS‼️🤩 #shorts #dancer #dance #dancing #dancevideo #dancechallenge,2023-11-13T19:00:13Z,53.0,13622,773,12
84jQxAv4B8U,MAKEUP for dance class💄💃 #shorts #dancer #dance #makeup #grwm #getreadywithme #makeuptutorial,2023-11-12T21:00:03Z,27.0,11052,627,13
-EymWiweXMw,IM UR BIGGEST FANNNN😳🙈 #shorts #music #artist #musicartist #singer #songwriter #spotify,2023-11-11T21:00:00Z,7.0,11372,492,1
6ohtXl9wUtg,your fav ballerinas🤩🩰 and your new fav song😏 #shorts #dancer #ballerina #ballet #dance #singer,2023-11-11T19:00:03Z,10.0,25116,1070,7
GnEYyKs1thY,MY POINTE SHOES TURNED GREEN⁉️ #shorts #ballet #ballerina #dancer #dance #dancing,2023-11-10T19:00:06Z,24.0,5336445,327191,254
IKn2uZI7ykc,this is satire i promise😭 STREAM MY NEW SONG #shorts #singer #songwriter #artist #funny #satire,2023-11-09T21:00:14Z,25.0,18147,964,11
cwypjQz2I58,mood. 😴 #shorts #ballet #ballerina #singer #songwriter #funny #dancer,2023-11-09T19:00:18Z,6.0,23175,882,3
DXrmhcgjf7k,"i'm a natural, i know🤭 #shorts #ballet #satire #funny #dancer #dance",2023-11-07T21:00:09Z,9.0,17546,521,27
pYgONed03AY,GET FEATURED ON MY SPOTIFY🙈🎶 #shorts #spotify #music #artist #singer #songwriter #creative,2023-11-06T21:00:27Z,16.0,16706,895,6
AlIkGkZiOD4,BALLET TO MY NEW SONG🩰 #shorts #ballet #ballerina #dancer #dance #dancing #artist #singer,2023-11-05T21:00:04Z,11.0,17171,803,4
uE9tnkTCswE,this song goes with EVERYTHING lol👠 #shorts #dance #dancer #singer #songwritier #heels #artist,2023-11-05T19:00:31Z,12.0,24223,809,10
zyKlNVBjEW8,YALL ARE CRAZY STREAMERS😳🔥 thank you for the love #shorts #music #musicartist #songwriter #singer,2023-11-04T18:00:24Z,24.0,15693,875,18
MGWr0ku7f94,how did we do🩰🙈✨ #shorts #dancer #ballerina #ballet #dancing #singer #songwriter #music #musicartist,2023-11-03T18:00:10Z,11.0,24803,1324,10
Dd7UBec62jE,CALLING ALL THE DANCERS🩰🙈 #shorts #dancer #dancing #ballerina #singer #music #musicartist #artist,2023-11-02T20:00:09Z,11.0,19183,1035,15
QEQ4lc2biKk,TO MY LOVERS OF BALLET AND MUSIC🩰🎶 #shorts #dancer #dancing #ballet #ballerina #song #singer #music,2023-11-02T18:00:19Z,23.0,11541,749,12
OSnWb0h-nzQ,the frog slippers too😭 STREAM HERE WE GO AGAIN🎼 #shorts #dancer #funny #song #music #singer #singing,2023-10-31T20:00:08Z,11.0,24993,1127,24
9KIFWTlQrjs,ATE THAT UPPP🔥🔥👠 #shorts #dancer #dancing #dance #heels #heelsdancer #dancevideo,2023-10-31T18:00:06Z,12.0,31788,1696,20
j8EMXXS3CTE,when your life sounds made up...😭 #shorts #artist #musicartist #singer #songwriter #funny,2023-10-29T18:00:24Z,20.0,27724,1300,22
zhPPaajnvgI,THE SONG THAT BROKE ME. stream here we go again! #shorts #singer #songwriter #artist #music,2023-10-28T20:00:15Z,52.0,18975,1077,21
lsCLujPvgyg,PURE SEROTONIN🤩 stream here we go again! #shorts #music #artist #ballerina #ballet #dancer #music,2023-10-28T18:00:31Z,11.0,24482,1199,9
i1luR1uX8xs,STREAM MY NEW SONG HERE WE GO AGAIN🎤💃 #shorts #artist #music #musicartist #dancer #dance #ballerina,2023-10-26T20:00:13Z,23.0,30472,1564,28
6vTgEutwWZ0,BALLERINA IN CHINATOWN🩰 stream my new song‼️ #shorts #music #musicartist #ballerina #ballet #dancer,2023-10-26T18:00:02Z,22.0,19615,1302,9
8WjHEO3tNAQ,DANCING ON THE STREET🩰 to my new song here we go again✨ #shorts #dancer #dancing #ballerina #music,2023-10-24T20:00:02Z,7.0,21627,1218,17
C5DLNy_GZBU,shoutout to all my dancers🫶✨ STREAM MY NEW SONG‼️ #shorts #dancer #dancing #music #musicartist,2023-10-24T18:00:04Z,18.0,16536,636,7
SSjZFCAXPlE,HERE WE GO AGAIN IS OUT NOW‼️🎤 #shorts #ballerina #artist #musicartist #music #songwriter #singer,2023-10-23T20:00:12Z,20.0,23380,1150,52
6DV2Xcpsi-c,DANCING IN PUBLIC TO MY NEW SONG🩰😳 #shorts #dancer #dance #ballet #ballerina #music #musicartist,2023-10-23T18:00:03Z,17.0,27279,2002,27
NX5NARNl2Tk,SHE SERVED AND ATEEEEE💅✨  #shorts #funny #throwback #dancer #dance #dancing,2023-10-20T20:00:09Z,32.0,13816,816,9
44G9i8VcKY8,it's a struggle y'all...😭 editing my short film! #shorts #film #creative #movie,2023-10-20T18:00:03Z,18.0,9886,498,3
Fl8rdwRYgMs,RECREATING YOUR FITS💖 stream my new song🙈 #shorts #music #fitcheck #fashion #outfit #outfitideas,2023-10-19T20:00:10Z,6.0,24480,755,10
WnId8kKCjwA,BALLET TO MY NEW SONG🩰✨ #shorts #music #musicartist #song #singer #singing #ballet #ballerina,2023-10-19T18:00:20Z,11.0,20094,861,7
nCmHGt_tYj4,UR SIGN TO JOIN A HEELS CLASS👠 #shorts #dance #dancer #dancing #dancechallenge #dancevideo,2023-10-17T18:00:18Z,22.0,58068,2932,24
GAB79PbqaLQ,That friend that keeps getting back with their ex 🙈‼️ #shorts #musicartist #music  #songwriter,2023-10-17T00:00:10Z,22.0,17790,1131,11
TFGci3MBLv8,TO MY FASHION LOVERS✨🤩 #shorts #fitcheck #outfit #fashion #musicartist #music #artist #outfitideas,2023-10-16T22:00:23Z,11.0,14470,778,10
aDlFBIwWjw8,THE BALANCE IS INSANEEEE🩰 can y'all do this? #shorts #ballet #balance #ballerina #dance #dancing,2023-10-16T20:00:00Z,22.0,30490,1587,11
Q73584wkf08,NEW SONG ALERT🚨🎶 #shorts #music #musicartist #singer #songwriter,2023-10-16T18:00:21Z,14.0,11829,529,13
aEkLw2xkN_M,ARE U GUYS READYYYY🤩 new song out soon AHHH #shorts #musicartist #music #artist,2023-10-16T18:00:01Z,16.0,8999,466,13
bN5flqkYhgw,FULL DANCE CLASS CLIP🙈👠 we love heels class #shorts #dance #dancer #dancechallenge #dancevideo,2023-10-15T18:00:27Z,47.0,20616,1384,20
XSXOw158Lh4,DANCE CLASS VID😳💃 #shorts #dance #dancer #dancing #dancechallenge #dancevideo,2023-10-14T20:00:12Z,12.0,13291,754,5
