video_id,title,published_at,date,time,hour,duration_seconds,view_count,like_count,comment_count,engagement_rate,has_hashtags,hashtag_count,has_emojis,emoji_count,clean_title,num_words,sentiment_polarity,sentiment,day_of_week
_RmA_fk2c54,THE JEANS THOOOO #shorts #designer #fashion #outfit #shopping,2023-02-23 19:00:13+00:00,2023-02-23,19:00:13,19,12.0,13716,354,2,0.025955088947214933,True,5,False,0,THE JEANS THOOOO,8,0.0,neutral,Thursday
tQW6BXteG0Y,night routine🩰 #shorts #dancer #dance #ballet #ballerina,2023-02-24 19:00:32+00:00,2023-02-24,19:00:32,19,9.0,18889,616,9,0.03308804065858436,True,5,True,1,night routine🩰,7,0.0,neutral,Friday
j__web0_dp8,SPOILER ALERT: it gets worse😭 #shorts #dancer #ballerina #ballet #dance,2023-02-25 19:00:17+00:00,2023-02-25,19:00:17,19,53.0,3815806,259422,441,0.06810173263525451,True,5,True,1,SPOILER ALERT: it gets worse😭,10,0.0,neutral,Saturday
_SkfzgFe68c,dance outfit slay #shorts #dancer #dance #fashion #ballerina #ballet,2023-02-26 19:00:24+00:00,2023-02-26,19:00:24,19,33.0,19236,758,2,0.03950925348305261,True,6,False,0,dance outfit slay,9,0.0,neutral,Sunday
TvYryIMej8M,POINTE SHOE SHOPPING🩰✨ #shorts #ballerina #ballet #dancer #dance,2023-02-27 19:00:14+00:00,2023-02-27,19:00:14,19,60.0,3042710,199274,250,0.06557443857613772,True,5,True,2,POINTE SHOE SHOPPING🩰✨,8,0.0,neutral,Monday
knQQwX2hipo,cringey post reactions😭 #shorts #dancer #ballerina #ballet #dance,2023-02-28 19:00:16+00:00,2023-02-28,19:00:16,19,60.0,98449,6260,9,0.06367764019949415,True,5,True,1,cringey post reactions😭,8,0.0,neutral,Tuesday
XqAKQV1Sy4k,AND I STAND BY IT🫶 #shorts #outfit #fashion,2023-03-01 19:00:13+00:00,2023-03-01,19:00:13,19,13.0,36681,2135,6,0.0583680924729424,True,3,True,1,AND I STAND BY IT🫶,8,0.0,neutral,Wednesday
nXexfhGsSj4,ballet photoshoot GRWM🤭 #shorts #dancer #ballerina #ballet #grwm,2023-03-02 19:00:17+00:00,2023-03-02,19:00:17,19,55.0,20525,1253,3,0.06119366626065773,True,5,True,1,ballet photoshoot GRWM🤭,8,0.0,neutral,Thursday
Yas0tw1VzdU,balletcore at its ✨finest✨ #shorts #dancer #ballerina #ballet #balletdancer,2023-03-03 19:00:14+00:00,2023-03-03,19:00:14,19,15.0,33363,1450,5,0.043611186044420464,True,5,True,2,balletcore at its ✨finest✨,9,0.0,neutral,Friday
81lfivF1Xao,just wanted to roast myself dw😭😭 #shorts #roast #ballerina #ballet,2023-03-04 19:00:04+00:00,2023-03-04,19:00:04,19,23.0,23525,1193,3,0.05083953241232731,True,4,True,2,just wanted to roast myself dw😭😭,10,0.0,neutral,Saturday
3dSiy2Q8_JA,"but hey, ill take it😁😁 #shorts #haircut #hairstyle #emmamyers",2023-03-05 19:00:01+00:00,2023-03-05,19:00:01,19,7.0,26436,706,23,0.027576032682705403,True,4,True,2,"but hey, ill take it😁😁",9,-0.5,negative,Sunday
kH_s5JRNMvA,PICK A BALLET OUTFIT W/ ME🩰 #shorts #ballerina #ballet #dancer #dance #fashion,2023-03-06 19:00:18+00:00,2023-03-06,19:00:18,19,44.0,75766,5493,5,0.07256553071298472,True,6,True,1,PICK A BALLET OUTFIT W/ ME🩰,12,0.0,neutral,Monday
x2xeEgLg_Es,you NEEDDD these ppl in ur life ASAP. #shorts #inspiration #recommended,2023-03-07 19:00:24+00:00,2023-03-07,19:00:24,19,51.0,18858,1630,5,0.08670060451797645,True,3,False,0,you NEEDDD these ppl in ur life ASAP.,11,0.0,neutral,Tuesday
9ksU3bkDDUQ,impulsive haircuts ftw #shorts #haircut #hairtransformation #hairstyle,2023-03-08 19:00:08+00:00,2023-03-08,19:00:08,19,8.0,33545,1199,4,0.03586227455656581,True,4,False,0,impulsive haircuts ftw,7,0.0,neutral,Wednesday
3ziqE9HrrC0,PHOTOSHOOT RESULTS (ballet edition)🩰 #shorts #ballet #ballerina,2023-03-09 19:00:03+00:00,2023-03-09,19:00:03,19,9.0,165456,9448,29,0.057278067885117495,True,3,True,1,PHOTOSHOOT RESULTS (ballet edition)🩰,7,0.0,neutral,Thursday
vft6WIRpA10,GUYS IM FINE I PROMISE😭 #shorts #dancer #ballet #ballerina,2023-03-10 19:00:23+00:00,2023-03-10,19:00:23,19,18.0,36473,2228,6,0.06125078825432512,True,4,True,1,GUYS IM FINE I PROMISE😭,9,0.4166666666666667,positive,Friday
-i_MMGgEO-I,asian pastries are SUPERIOR😋 #shorts #asianfood #asian #lunarnewyear,2023-03-11 19:00:00+00:00,2023-03-11,19:00:00,19,36.0,18043,1232,9,0.06878013634096325,True,4,True,1,asian pastries are SUPERIOR😋,8,0.0,neutral,Saturday
cEB0QbinXcI,which one do we like better🤔 #shorts #shorthair #haircut #hairstyle,2023-03-12 18:00:27+00:00,2023-03-12,18:00:27,18,24.0,28031,1137,14,0.04106168170953587,True,4,True,1,which one do we like better🤔,10,0.0,neutral,Sunday
KiIsvw7Y7tI,AESTHETIC MORNING ROUTINE🍳 #shorts #aesthetic #morning #morningroutine,2023-03-13 18:00:07+00:00,2023-03-13,18:00:07,18,15.0,21138,805,6,0.03836692213075977,True,4,True,1,AESTHETIC MORNING ROUTINE🍳,7,0.0,neutral,Monday
IVX0vwtDXQ4,understood the assignment🤪 #shorts #dancer #dance #dancing,2023-03-14 18:00:13+00:00,2023-03-14,18:00:13,18,9.0,4618617,263546,1027,0.05728403112879894,True,4,True,1,understood the assignment🤪,7,0.0,neutral,Tuesday
hYa-5BN1MHk,GRWM: style a fit! #shorts #outfit #fashion #ootd,2023-03-15 18:00:17+00:00,2023-03-15,18:00:17,18,13.0,30695,1086,4,0.035510669490144975,True,4,False,0,GRWM: style a fit!,8,0.5,positive,Wednesday
wwQrcoua8kQ,THAT ENDING THO???! #shorts #dancer #dance #dancechallenge,2023-03-16 18:00:23+00:00,2023-03-16,18:00:23,18,9.0,408929,17817,160,0.0439611766345747,True,4,False,0,THAT ENDING THO???!,7,0.0,neutral,Thursday
E3kK6R59MV4,this video isn't about mascara. #shorts #trend #trending #dating #relationship,2023-03-17 18:00:04+00:00,2023-03-17,18:00:04,18,6.0,33152,1069,21,0.032878861003861004,True,5,False,0,this video isn't about mascara.,10,0.0,neutral,Friday
JBladEWeN40,GO TAKE THAT DANCE CLASS‼️ #shorts #dancer #dancechallenge #dancing #dancevideo,2023-03-18 18:00:10+00:00,2023-03-18,18:00:10,18,25.0,1088099,76526,0,0.07032999754617916,True,5,True,1,GO TAKE THAT DANCE CLASS‼️,10,0.0,neutral,Saturday
LNDjD2iV958,this new trend tho...👀 #shorts #trend #photoshoot,2023-03-19 18:00:11+00:00,2023-03-19,18:00:11,18,7.0,28653,1021,0,0.035633267022650336,True,3,True,1,this new trend tho...👀,7,0.13636363636363635,positive,Sunday
cWw9LT5KXZo,STYLING SHORT HAIR: dance class edition #shorts #grwm #hairstyle #haircut,2023-03-20 18:00:24+00:00,2023-03-20,18:00:24,18,47.0,132149,9716,0,0.07352306865734891,True,4,False,0,STYLING SHORT HAIR: dance class edition,10,0.0,neutral,Monday
eAxZropAEgg,time? don't know her💅 #shorts #funny,2023-03-21 18:00:14+00:00,2023-03-21,18:00:14,18,9.0,42006,1545,41,0.037756510974622674,True,2,True,1,time? don't know her💅,6,0.0,neutral,Tuesday
RmXGqgc3cyE,orange soda please🍊😋 #shorts #funny #memes,2023-03-22 18:00:19+00:00,2023-03-22,18:00:19,18,16.0,30075,1617,6,0.05396508728179551,True,3,True,2,orange soda please🍊😋,6,0.0,neutral,Wednesday
gkbuJ9WQhuA,AUSSIE VS. AMERICAN ACCENTS 🗣 #shorts #aussie #australia #accent,2023-03-23 18:00:30+00:00,2023-03-23,18:00:30,18,30.0,53589,2729,12,0.051148556606766316,True,4,True,1,AUSSIE VS. AMERICAN ACCENTS 🗣,9,0.0,neutral,Thursday
Obd_wv25sXk,when she's ✨stressed✨ #shorts #moving #vlog #storytime,2023-03-24 18:00:11+00:00,2023-03-24,18:00:11,18,22.0,29785,1548,0,0.05197246936377371,True,4,True,2,when she's ✨stressed✨,7,0.0,neutral,Friday
mk2lCXN9I3g,moving to LA GRWM✨ #shorts #losangeles #moving #grwm,2023-03-25 18:00:29+00:00,2023-03-25,18:00:29,18,50.0,22154,1062,11,0.048433691432698385,True,4,True,1,moving to LA GRWM✨,8,0.0,neutral,Saturday
R1PWZEG0qw8,I GOT INVITED TO THE GRAMMYS??? #shorts #grammys #grwm #fashion,2023-03-26 18:00:14+00:00,2023-03-26,18:00:14,18,28.0,21667,1215,5,0.05630682604883002,True,4,False,0,I GOT INVITED TO THE GRAMMYS???,10,0.0,neutral,Sunday
WOH9A3Ivet0,FIT CHECK: grammy's rehearsal edition🤯 #shorts #grwm #grammys #fashion,2023-03-27 18:00:13+00:00,2023-03-27,18:00:13,18,13.0,25589,1245,16,0.049278987064754386,True,4,True,1,FIT CHECK: grammy's rehearsal edition🤯,9,0.4,positive,Monday
EUMfDgVOpWE,absolutely UNREAL. #shorts #grwm #grammys,2023-03-28 18:00:10+00:00,2023-03-28,18:00:10,18,8.0,33714,1226,8,0.03660200510173815,True,3,False,0,absolutely UNREAL.,5,0.2,positive,Tuesday
A_5dgTDewoE,pre-GRAMMY's pep talk LOL😁 #shorts #grammys #grwm,2023-03-29 18:00:04+00:00,2023-03-29,18:00:04,18,49.0,28446,1545,0,0.05431343598396963,True,3,True,1,pre-GRAMMY's pep talk LOL😁,7,0.0,neutral,Wednesday
N6VuHzpppWs,living my DREAM frfr #shorts #grammys #grwm #awardshow,2023-03-30 18:00:14+00:00,2023-03-30,18:00:14,18,15.0,38109,1729,6,0.04552730326169671,True,4,False,0,living my DREAM frfr,8,0.0,neutral,Thursday
0mP86MXY0pM,"Which dress for the Grammys?!! DRESS 1, 2, or 3?👗 #shorts #dress #fashion #redcarpet",2023-03-31 18:00:01+00:00,2023-03-31,18:00:01,18,27.0,68562,4606,27,0.06757387474111023,True,4,True,1,"Which dress for the Grammys?!! DRESS 1, 2, or 3?👗",14,0.0,neutral,Friday
Ra9ui3mjePY,My hair for the Grammys‼️ #shorts #shorthair #haircut #hairstyle,2023-04-01 18:00:10+00:00,2023-04-01,18:00:10,18,8.0,23999,1000,6,0.04191841326721947,True,4,True,1,My hair for the Grammys‼️,9,0.0,neutral,Saturday
-P4gXc6u1HI,GRAMMYS GLAM REVEAL! #shorts #grammys #grwm,2023-04-02 18:00:00+00:00,2023-04-02,18:00:00,18,11.0,22139,1198,5,0.05433849767378834,True,3,False,0,GRAMMYS GLAM REVEAL!,6,0.0,neutral,Sunday
r8m6erN8708,CAN WE TALK ABT THIS DRESS. #shorts #grammys #dress #grwm,2023-04-03 18:00:32+00:00,2023-04-03,18:00:32,18,11.0,39281,2401,11,0.06140373208421374,True,4,False,0,CAN WE TALK ABT THIS DRESS.,10,0.0,neutral,Monday
limX3Zs0y8U,which one is your fav🤭 #shorts #grammys #photoshoot,2023-04-04 18:00:31+00:00,2023-04-04,18:00:31,18,9.0,69975,4151,22,0.059635584137191854,True,3,True,1,which one is your fav🤭,8,0.0,neutral,Tuesday
2USQchswB0M,my first love....🩰 #shorts #ballet #ballerina,2023-04-05 18:00:00+00:00,2023-04-05,18:00:00,18,17.0,61531,3907,19,0.06380523638491167,True,3,True,1,my first love....🩰,6,0.25,positive,Wednesday
CYSn3lQHTcw,glam for the grammys🤭 #shorts #trending #grammys #fashion #makeup,2023-04-06 18:00:07+00:00,2023-04-06,18:00:07,18,14.0,54635,2842,20,0.05238400292852567,True,5,True,1,glam for the grammys🤭,9,0.0,neutral,Thursday
f0w0M77VwvQ,this color scheme is EVERYTHINGGG #ballerina #shorts #dancer #ballet #dance,2023-04-07 18:00:14+00:00,2023-04-07,18:00:14,18,12.0,61980,2973,0,0.04796708615682478,True,5,False,0,this color scheme is EVERYTHINGGG,10,0.0,neutral,Friday
s22Ex74Dj2E,respectfully no❤️ #heels #dancer #dance #shorts,2023-04-08 18:00:28+00:00,2023-04-08,18:00:28,18,11.0,267163,8732,102,0.033065955989414704,True,4,True,1,respectfully no❤️,6,0.5,positive,Saturday
7-9ppyt3wXQ,thrifting outfit🛍 what do we think? #shorts #fashion #fashionstyle #outfit #thrifting,2023-04-09 18:00:02+00:00,2023-04-09,18:00:02,18,12.0,26499,964,7,0.03664289218461074,True,5,True,1,thrifting outfit🛍 what do we think?,11,0.0,neutral,Sunday
u2tE1PjUnJs,dancing our way onto your recommended😋 #shorts #dancer #dancechallenge,2023-04-10 18:00:20+00:00,2023-04-10,18:00:20,18,15.0,40543,1697,15,0.04222677157585773,True,3,True,1,dancing our way onto your recommended😋,9,0.0,neutral,Monday
g_OF3iKYEWo,ur new fav dance duo👯‍♀️💃 #dancer #shorts #dance #dancechallenge,2023-04-11 18:00:14+00:00,2023-04-11,18:00:14,18,12.0,43794,1887,8,0.043270767685071015,True,4,True,2,ur new fav dance duo👯‍♀️💃,9,0.13636363636363635,positive,Tuesday
DJwQz-L5bEA,just some light stalking🤗 #shorts #friends #funny #friendship,2023-04-12 18:00:07+00:00,2023-04-12,18:00:07,18,19.0,14718,621,4,0.042465008832721834,True,4,True,1,just some light stalking🤗,8,0.4,positive,Wednesday
tdnMlGZ53-k,BALLET SNEAKERS🩰 #ballerina #ballet #fashion #shorts,2023-04-13 18:00:17+00:00,2023-04-13,18:00:17,18,25.0,14959,542,0,0.036232368473828463,True,4,True,1,BALLET SNEAKERS🩰,6,0.0,neutral,Thursday
QivmC-QoYeo,THRIFT HAUL!✨ #thrifting #thrifthaul #thriftwithme #fashion #shorts,2023-04-14 18:00:07+00:00,2023-04-14,18:00:07,18,26.0,23045,1190,0,0.05163809937079627,True,5,True,1,THRIFT HAUL!✨,7,0.0,neutral,Friday
Vabxw87Sidc,build an outfit w/ me! #shorts #fashion #outfit #outfitideas #fashionstyle,2023-04-15 18:00:09+00:00,2023-04-15,18:00:09,18,20.0,8970,341,3,0.03835005574136009,True,5,False,0,build an outfit w/ me!,10,0.0,neutral,Saturday
QIipuQyxzKA,solo date in LA☕️🌷 #shorts #selfcare #losangeles,2023-04-16 18:00:18+00:00,2023-04-16,18:00:18,18,56.0,9569,586,10,0.062284460236179326,True,3,True,2,solo date in LA☕️🌷,7,0.0,neutral,Sunday
eH9hibcslsQ,UR SIGN TO TAKE A POLE DANCE CLASS‼️ #shorts #dancer #dance,2023-04-17 18:00:15+00:00,2023-04-17,18:00:15,18,44.0,12967,753,0,0.058070486619881234,True,3,True,1,UR SIGN TO TAKE A POLE DANCE CLASS‼️,11,0.0,neutral,Monday
97TM-BEaIdM,they're my inspos tbh #shorts #shorthair #hairinspiration #haircut #hairtransformation #hairstyle,2023-04-18 18:00:04+00:00,2023-04-18,18:00:04,18,9.0,12928,581,5,0.0453279702970297,True,6,False,0,they're my inspos tbh,10,0.0,neutral,Tuesday
zIaGUYaRZ9o,AI hates me🥲 #shorts #ai #aifilter #funny,2023-04-19 18:00:31+00:00,2023-04-19,18:00:31,18,10.0,17820,480,6,0.02727272727272727,True,4,True,1,AI hates me🥲,7,0.0,neutral,Wednesday
WKRzwVl19Dg,I WENT TO THE GRAMMYS??! #shorts #grammys,2023-04-20 18:00:17+00:00,2023-04-20,18:00:17,18,38.0,7985,265,4,0.03368816530995617,True,2,False,0,I WENT TO THE GRAMMYS??!,7,0.0,neutral,Thursday
oeIRaPR7sUI,dancing besties are superior #shorts #dancer #dancechallenge #dance,2023-04-21 18:00:16+00:00,2023-04-21,18:00:16,18,15.0,16390,521,6,0.032153752287980474,True,4,False,0,dancing besties are superior,8,0.7,positive,Friday
FRd8y3nVVDs,vintage thrift haul🥰 #shorts #fashion #fashionstyle #thrifting #thrifthaul,2023-04-22 18:00:06+00:00,2023-04-22,18:00:06,18,10.0,6274,278,2,0.04462862607586866,True,5,True,1,vintage thrift haul🥰,8,0.0,neutral,Saturday
Yah3UGdVgH8,okay but VOGUE‼️ #shorts #vogue #fashion #grammys,2023-04-23 18:00:10+00:00,2023-04-23,18:00:10,18,7.0,8443,322,1,0.03825654388250622,True,4,True,1,okay but VOGUE‼️,7,0.5,positive,Sunday
89KYagpGnRA,never cooking again smh #shorts #cooking #funny #fail,2023-04-24 18:00:02+00:00,2023-04-24,18:00:02,18,12.0,9956,353,9,0.036359983929288874,True,4,False,0,never cooking again smh,8,0.0,neutral,Monday
XRuGVSVrd0o,difficulty level: HARD #shorts #ballerina #dancer #ballet #dance,2023-04-25 18:00:11+00:00,2023-04-25,18:00:11,18,8.0,13768,380,9,0.02825392213829169,True,5,False,0,difficulty level: HARD,8,-0.2916666666666667,negative,Tuesday
dSWrDLWatf0,i bought myself...? #shorts #doll #lookalikes,2023-04-26 18:00:15+00:00,2023-04-26,18:00:15,18,36.0,5385,299,4,0.05626740947075209,True,3,False,0,i bought myself...?,6,0.0,neutral,Wednesday
xhofeuNTQxo,like PLS LEAVEEE #shorts #fashion #fashionstyle #dress #relatable,2023-04-27 18:00:31+00:00,2023-04-27,18:00:31,18,9.0,7100,257,9,0.037464788732394366,True,5,False,0,like PLS LEAVEEE,8,0.0,neutral,Thursday
BqamqKo_poU,my comfort necklaces😌 #shorts #necklace #fashion,2023-04-28 18:00:04+00:00,2023-04-28,18:00:04,18,6.0,7848,216,1,0.027650356778797146,True,3,True,1,my comfort necklaces😌,6,0.0,neutral,Friday
lMkOh_C3cqg,SIDE EYE at coachella fr #coachella #coachella2023,2023-04-28 18:00:15+00:00,2023-04-28,18:00:15,18,6.0,8718,274,4,0.03188804771736637,True,2,False,0,SIDE EYE at coachella fr,7,0.0,neutral,Friday
v3s0CtiQ_qw,thoughts on celebrities and ballet-core?🩰 #ballerina #shorts #ballet #balletdancer,2023-04-29 18:00:19+00:00,2023-04-29,18:00:19,18,26.0,8704,372,9,0.04377297794117647,True,4,True,1,thoughts on celebrities and ballet-core?🩰,9,0.0,neutral,Saturday
UcIScSIDAvU,coachella packing is a STRUGGLE. #coachella #coachella2023 #shorts,2023-04-30 18:00:21+00:00,2023-04-30,18:00:21,18,41.0,6149,209,2,0.03431452268661571,True,3,False,0,coachella packing is a STRUGGLE.,8,0.0,neutral,Sunday
kYYRKd_kTII,COACHELLA HOTTIES NEVER MISS🥵 #shorts #coachella #coachella2023,2023-05-01 18:00:17+00:00,2023-05-01,18:00:17,18,6.0,10805,219,4,0.02063859324386858,True,3,True,1,COACHELLA HOTTIES NEVER MISS🥵,7,0.0,neutral,Monday
knsdSYCmdiI,COACHELLA FIT EMERGENCY🚨 #shorts #coachella #coachella2023,2023-05-02 18:00:14+00:00,2023-05-02,18:00:14,18,9.0,5015,138,16,0.030707876370887337,True,3,True,1,COACHELLA FIT EMERGENCY🚨,6,0.4,positive,Tuesday
zPVQcKE_2Ms,the PERFECT coachella dress folks #shorts #coachella #coachella2023,2023-05-03 18:00:32+00:00,2023-05-03,18:00:32,18,14.0,9868,355,0,0.0359748682610458,True,3,False,0,the PERFECT coachella dress folks,8,1.0,positive,Wednesday
Xv3_7jFEDlw,did i slay the coachella fits or...#shorts #coachella #coachella2023,2023-05-04 18:00:15+00:00,2023-05-04,18:00:15,18,17.0,8363,369,3,0.044481645342580416,True,3,False,0,did i slay the coachella fits or...,9,0.0,neutral,Thursday
TwgMY1_Q7jM,GRWM ft post-coachella hangover😅 #shorts #coachella #coachella2023 #grwm #brunch,2023-05-05 18:00:11+00:00,2023-05-05,18:00:11,18,29.0,6059,208,1,0.03449414094735105,True,5,True,1,GRWM ft post-coachella hangover😅,9,0.0,neutral,Friday
YkcUc7SJjXw,WHICH SHOES FOR COACHELLA #coachella #coachella2023 #shorts,2023-05-06 18:00:12+00:00,2023-05-06,18:00:12,18,9.0,12882,363,18,0.029576152771308803,True,3,False,0,WHICH SHOES FOR COACHELLA,7,0.0,neutral,Saturday
VLN421PiDzA,check the coachella fit😎 #shorts #coachella #coachella2023,2023-05-07 18:00:12+00:00,2023-05-07,18:00:12,18,6.0,16149,435,7,0.027370115796643755,True,3,True,1,check the coachella fit😎,7,0.0,neutral,Sunday
peVYCPoPZkg,rate this coachella transition🤭🤭 #shorts #coachella #coachella2023 #transition,2023-05-08 18:00:18+00:00,2023-05-08,18:00:18,18,10.0,8627,203,3,0.023878520922684596,True,4,True,2,rate this coachella transition🤭🤭,8,0.0,neutral,Monday
maRSeLuvpmg,MODELS DOING BALLET CONTROVERSY‼️ #shorts #ballet #balletdancer,2023-05-09 18:00:17+00:00,2023-05-09,18:00:17,18,31.0,5334,287,8,0.05530558680164979,True,3,True,1,MODELS DOING BALLET CONTROVERSY‼️,7,0.0,neutral,Tuesday
P7CqE1zf674,this dress is so cottagecore i love it #shorts #cottagecore #aesthetic,2023-05-10 18:00:11+00:00,2023-05-10,18:00:11,18,7.0,15432,621,7,0.040694660445826855,True,3,False,0,this dress is so cottagecore i love it,11,0.5,positive,Wednesday
P2FwiXzVsqk,DREAM DRESS OMFG #shorts #fashion #fashionstyle #cottagecore #dress,2023-05-11 18:00:10+00:00,2023-05-11,18:00:10,18,9.0,7620,391,8,0.05236220472440945,True,5,False,0,DREAM DRESS OMFG,8,0.0,neutral,Thursday
3h0HbhAKYxI,recommend to content creators! #shorts #contentcreator,2023-05-12 18:00:03+00:00,2023-05-12,18:00:03,18,39.0,3382,85,0,0.025133057362507392,True,2,False,0,recommend to content creators!,6,0.0,neutral,Friday
Xz0e5w0veE4,absolutely disgusted🙄🙄 #shorts #fashion #thrifting #thrifthaul,2023-05-13 18:00:10+00:00,2023-05-13,18:00:10,18,28.0,6954,353,5,0.051481161921196436,True,4,True,2,absolutely disgusted🙄🙄,6,0.2,positive,Saturday
jotKd27mgGY,all girls know this feeling... #shorts #fashion #outfit #girl,2023-05-14 18:00:19+00:00,2023-05-14,18:00:19,18,38.0,5647,250,4,0.04497963520453338,True,4,False,0,all girls know this feeling...,9,0.0,neutral,Sunday
_HNnffiW7Es,so i tell her wait✋woah😳 #shorts #trend #trending,2023-05-15 18:00:26+00:00,2023-05-15,18:00:26,18,7.0,6226,146,0,0.023450048185030516,True,3,True,2,so i tell her wait✋woah😳,8,0.0,neutral,Monday
iKjd5PkQJUw,my mom doesn't GET ITT👏👏 #shorts #storytime #funny,2023-05-16 18:00:28+00:00,2023-05-16,18:00:28,18,40.0,7984,375,12,0.04847194388777555,True,3,True,2,my mom doesn't GET ITT👏👏,8,0.0,neutral,Tuesday
xOoTUSYc2LE,DIY QUEEN. #shorts #mom #moving #diy,2023-05-17 18:00:23+00:00,2023-05-17,18:00:23,18,10.0,6350,127,0,0.02,True,4,False,0,DIY QUEEN.,6,0.0,neutral,Wednesday
QjbHvbHaS_M,OUTFIT GRWM: busy day in LA #shorts #fashion #grwm #outfit #outfitideas,2023-05-18 18:00:09+00:00,2023-05-18,18:00:09,18,25.0,6245,218,0,0.034907926341072856,True,5,False,0,OUTFIT GRWM: busy day in LA,11,0.1,positive,Thursday
HKkX16jOqXM,anything for the icon herself🤭 #vlog #shorts #mom,2023-05-19 18:00:08+00:00,2023-05-19,18:00:08,18,40.0,5948,239,4,0.040854068594485544,True,3,True,1,anything for the icon herself🤭,8,0.0,neutral,Friday
DZLw6jua6LY,the geier ladies serving LOOKS #shorts #family #fashion #outfit #outfitideas,2023-05-20 18:00:05+00:00,2023-05-20,18:00:05,18,43.0,11616,420,7,0.03675964187327824,True,5,False,0,the geier ladies serving LOOKS,10,0.0,neutral,Saturday
FLHwqAHUe6c,ballet core but ✨hiking✨ #shorts #ballerina #balletdancer #ballet,2023-05-21 18:00:05+00:00,2023-05-21,18:00:05,18,8.0,18584,356,18,0.020124838570813604,True,4,True,2,ballet core but ✨hiking✨,8,0.0,neutral,Sunday
Ipk_26dwQM4,POLE DANCING GRWM ft sister lol #shorts #dancer #dance #grwm,2023-05-22 18:00:05+00:00,2023-05-22,18:00:05,18,51.0,9352,313,5,0.034003421727972626,True,4,False,0,POLE DANCING GRWM ft sister lol,10,0.8,positive,Monday
tr4rwvG113s,THE WAY SHE GOT OUT OF THE CAR FOR ME??? #shorts #fashion #dress #storytime,2023-05-23 18:00:21+00:00,2023-05-23,18:00:21,18,17.0,36974,1875,19,0.05122518526532158,True,4,False,0,THE WAY SHE GOT OUT OF THE CAR FOR ME???,14,0.0,neutral,Tuesday
DyPzu5cot6s,the little run LMFAO #shorts #dancer #dance #funny,2023-05-24 18:00:09+00:00,2023-05-24,18:00:09,18,7.0,31035,696,9,0.022716288061865635,True,4,False,0,the little run LMFAO,8,-0.1875,negative,Wednesday
RO6o1uiFqkQ,we're going shorter🤭🤭 #shorts #haircut #hairtransformation #hairstyle #grwm,2023-05-25 18:00:12+00:00,2023-05-25,18:00:12,18,48.0,6770,197,11,0.03072378138847858,True,5,True,2,we're going shorter🤭🤭,8,0.0,neutral,Thursday
aVrXPixBbso,WHERE MY SHORT HAIR BAES AT⁉️ #shorts #shorthair #haircut #hairstyle #hairtransformation,2023-05-26 18:00:01+00:00,2023-05-26,18:00:01,18,9.0,12847,301,5,0.02381879037907683,True,5,True,1,WHERE MY SHORT HAIR BAES AT⁉️,11,0.0,neutral,Friday
5uczgCWndxE,I WISH I KNEW😭 #shorts #fashion #fashionstyle #dress,2023-05-27 18:00:01+00:00,2023-05-27,18:00:01,18,12.0,13404,332,6,0.025216353327364965,True,4,True,1,I WISH I KNEW😭,8,0.0,neutral,Saturday
Ub755LeQyqc,we're a different breed😈 #shorts #ballerina #ballet #balletdancer,2023-05-28 18:00:13+00:00,2023-05-28,18:00:13,18,9.0,15135,376,2,0.02497522299306244,True,4,True,1,we're a different breed😈,8,0.0,neutral,Sunday
tMWUzYjf-sM,UR SIGN TO GET THE BIG CHOP✂️ #shorts #shorthair #haircut #hairtransformation #hairstyle,2023-05-29 18:00:30+00:00,2023-05-29,18:00:30,18,7.0,15727,304,8,0.01983849430914987,True,5,True,1,UR SIGN TO GET THE BIG CHOP✂️,12,0.0,neutral,Monday
E0VH1SrRCRI,DO U LIKE OUTFIT STYLE 1 OR 2 MORE🤔 #shorts #outfit #outfitideas #fashion,2023-05-30 18:00:06+00:00,2023-05-30,18:00:06,18,25.0,13001,363,6,0.028382432120606108,True,4,True,1,DO U LIKE OUTFIT STYLE 1 OR 2 MORE🤔,13,0.0,neutral,Tuesday
fpve8GEJ7qM,like WHO IS SHEEEE‼️ #shorts #dancer #dance #dancechallenge,2023-05-31 18:00:16+00:00,2023-05-31,18:00:16,18,16.0,18570,532,20,0.029725363489499192,True,4,True,1,like WHO IS SHEEEE‼️,8,0.0,neutral,Wednesday
Mtev7ZKl-CA,THIS MAKEUP LOOK THO #shorts #makeup #makeuptutorial #grwm,2023-06-01 18:00:08+00:00,2023-06-01,18:00:08,18,19.0,9528,299,0,0.031381192275398824,True,4,False,0,THIS MAKEUP LOOK THO,8,0.0,neutral,Thursday
L2XecV_CbeQ,we all have mornings like this... #shorts #grwm #storytime #dancer #dance,2023-06-02 18:00:15+00:00,2023-06-02,18:00:15,18,55.0,6202,217,5,0.035794904869396967,True,5,False,0,we all have mornings like this...,11,0.0,neutral,Friday
x_Wwz1Psq6s,pole-dancing is HARD. #shorts #dancer #dancechallenge #dance #friends,2023-06-03 18:00:31+00:00,2023-06-03,18:00:31,18,47.0,11514,529,2,0.046117769671704015,True,5,False,0,pole-dancing is HARD.,8,-0.2916666666666667,negative,Saturday
FnxDGmg_HLc,she posted a SINGING vid???😳 #shorts #singer #singing,2023-06-04 18:00:04+00:00,2023-06-04,18:00:04,18,36.0,6629,438,20,0.06909036053703424,True,3,True,1,she posted a SINGING vid???😳,8,0.0,neutral,Sunday
